MATERIAL_NUMBER,MATERIAL_DESCRIPTION
000000009229221001,FOLATE Gen3 E2G 300 R1 V2
000000007216599001,B12 E2G 100 R2
000000007469420001,IGF-1 Elecsys CalCheck F4
000000008503893001,Biotin Depletion Reagent Elecsys Lyo
000000007231512529,INSULIN E2G 100 R2
000000006887520001,AMH Elecsys CalCheck F4
000000007469659001,IGF-1 Elecsys R1
000000009697934967,ApoE4p PC Elecsys RUO int
000000004986393001,<HBS> Elecsys CalCheck F4
000000004685580001,Troponin-T Gen.4 Elecsys R1
000000009687955529,iTDM-C cobas MS LeadCal F8
000000003114554001,Elecsys Dil Ku-Matrix 40 ml
000000010151951967,GFAP Elecsys PC RUO bx int
000000011752006001,Elecsys T3 Calibrator 1
000000008955115001,PCT Gen2 E2G 300 R2
000000007230516529,CK-MB Gen4 E2G 100 R1
000000007747306001,pTau Elecsys CC F3
000000006602126001,PC ISD Elecsys Level 2
000000011753428001,Elecsys T-uptake R2
000000008349908529,IGFBP-7 Elecsys Cal 4
000000006915744529,Syphilis Elecsys Cal 2
000000007967179001,<p53> E2G 100 R1
000000007547170001,Chagas Elecsys Ctr 1
000000007232284001,CT E2G 100 R1
000000007218214001,PTH E2G 100 R2
000000011897519001,Elecsys Anti-HBs Cal 2
000000009763937529,iTDM-A Cobas MS CalCheck F2 w/o value
000000005546982001,FER Elecsys CalCheck F3
000000007217854001,LH E2G 300 R1
000000011968327001,Elecsys HBeAg Ctr 2
000000006526543001,TG Gen2 Elecsys Conf Best.-R.
000000009120467001,Syphilis Elecsys R2 (200er) V2
000000009033432001,TESTO Gen2 Elecsys R1 V2
000000010217464967,Anti-AAVrh74 Elecsys E2G 100 RUO bx int
000000009593870529,iTDM-A cobas MS Ctr 1 w/o value
000000007216840001,CA 19-9 E2G 300 R2
000000009733655001,iSV Cobas MS LeadCal F3
000000011487566001,PP-HBA1C F-oSw K-Stand
000000003665771001,C-PEPTIDE Elecsys R2
000000007234040001,<CCP> E2G 100 R1
000000011753851001,Elecsys T4 Cal 1
000000009345752001,<CMV> IGG E2G 300 R2 V2
000000010228938967,Abeta42P Elecsys PC RUO bx
000000009393218001,Tacro Elecsys R1 V2
000000009627146967,PreciControl GDF-15 RxDx PC RUO
000000011752456001,Elecsys FT4 Calibrator 1
000000009541497529,PRO-C6 Elecsys Ctr 1
000000007217978529,PROBNP Gen2 E2G 300 R2
000000007234171001,Chagas E2G 300 R2
000000009535080001,IFNg Elecsys CalCheck F4
000000008898359001,<TPO> Gen2 E2G 300 R1
000000010166223001,Dengue IgM Elecsys Ctr 2
000000007233809001,TROPONIN I E2G 300 R1 Gen2
000000009697900967,ApoE4p CS Elecsys RUO int
000000008768285001,ASD Elecsys CalCheck  F1
000000009604847001,iTDM-A Cobas MS LeadCal F2
000000007233272001,RUBELLA IGG E2G 100 R2
000000006602134001,PC ISD Elecsys Level 3
000000007218290001,T3 E2G 300 R1
000000008329125001,HCV Duo M2 Elecsys Cal 3
000000011388045001,<HAV> Elecsys Dil
000000009720367001,iTDM-B cobas MS Ctr 1 w/o value
000000005958792001,CFAS PAC Gen2 F-oSW
000000009120475001,Syphilis E2G 300 R2 V2
000000007469390001,IGF-1 Elecsys CalCheck F3
000000005879469001,C-PEPTIDE Elecsys CalCheck F4
000000010583401001,iTDM-A MPA cobas MS LeadCal F5 w/o value
000000007235747001,SHBG E2G 300 R1
000000008160724001,PIVKA-II Elecsys Cal 1
000000008779414001,AFP-L3 E2G 100 R1
000000009085947001,PRO-C3 E2G 100 R1
000000004873262001,FOLATE Gen3 Elecsys R2
000000009487921001,IFNg E2G 300 R2
000000007747292001,pTau Elecsys CC F2
000000007230630001,Cort Gen2 E2G 300 R2
000000005963524001,HGH Elecsys CalCheck F3
000000009051163001,CT Elecsys R2 V2
000000008768323001,ASD Elecsys CalCheck  F4
000000009697926967,pT181p PC Elecsys RUO int
000000012237580001,Elecsys Anti-HAV-IgM Ctr 1
000000005094135001,TROPONIN I Elecsys R2
000000011892738001,Elecsys Anti-HBc Cal 1
000000007216840529,CA 19-9 E2G 300 R2
000000004876423001,PAPP-A Elecsys R1
000000009088423967,Pro-C3 Elecsys E2G 100 RUO int
000000005985722001,INSULIN Elecsys CalCheck F2
000000005990599001,HSV-1 IGG Elecsys R1
000000009487913001,IFNg E2G 300 R1
000000009811028001,iTDM-B Cobas MS LeadCal F5
000000004679768529,RUBELLA IGM Elecsys Cal 2
000000007900244001,Active B12 Elecsys CalCheck F3
000000009308555001,PCT Gen2 Elecsys CalCheck F3
000000007229836529,<HAV> Gen2.1 E2G 300 R2
000000009881131001,IgE Gen2 Elecsys MK F2
000000005887062529,HIV COMBI PT Elecsys PT-Reagenz
000000009038264529,<HEV> IgG Elecsys R1
000000009608940529,PCT E2G 100 R2 V2
000000009608206529,<TPO> Gen2 E2G 100 R2
000000007216815529,CA 19-9 E2G 100 R1
000000005991293001,HSV-2 IGG Elecsys MK F4
000000008709980529,EBV EBNA IgG Elecsys MK F1
000000008728119529,sTfR IKP F1
000000005939470529,<CMV> IGG Avidity Elecsys Diluent
000000010318384001,Dengue IgM Elecsys MK F2
000000009698345529,HCV Duo M1 E2G 100 R1
000000008772410001,ASD Elecsys MK F4
000000010674598967,Ab42p cRUO Elecsys MK F4
000000007564376529,Vit.D total Gen2 Elecsys CalCheck F5
000000009398325001,Cort Gen3 Elecsys MK F5 Serum
000000009351787529,SARS-CoV-2 Ag Elecsys Cal 1
000000009881166001,IgE Gen2 Elecsys MK F4
000000011726293001,AFP Elecsys F8 ML
000000010081848529,DHEAS Gen2 Elecsys MK F4
000000009363173529,Chagas Elecsys R2 V2
000000012237644001,<HAV>IgM Elecsys F2 ML
000000009556362529,FSH Elecsys ML F5 V2
000000008955093529,PCT Gen2 Elecsys R2
000000008143765529,PIVKA-II Elecsys R2
000000009120475529,Syphilis E2G 300 R2 V2
000000008913439001,<TPO> Gen2 Elecsys F3 ML V2
000000008728135001,sTfR IKP F2
000000009392904529,CA 242 Elecsys Ctr 1
000000005200512001,TROPONIN I Elecsys IKP F5
000000009802495529,<HEV> IgM E2G 100 R1
000000007551681529,Vit.D total Gen2 Elecsys PT1
000000003140067529,HCG STAT II Elecsys R1
000000009024069529,Chikungunya IgG Elecsys R2
000000009843809001,NFL Elecsys MK F5
000000010766654529,<CCP> Elecsys MK F2 V2
000000004546075001,PSA Elecsys R2 (200er)
000000003333302001,P1NP Elecsys F1a ML
000000005573904001,PTH (1-84) Elecsys MK F5
000000008714088001,EBV VCA IgG Elecsys MK F5
000000007152876529,HTLV Elecsys R1
000000004490541529,ACTH Elecsys R2
000000009535098529,IFNg Elecsys CalCheck F5
000000010219092529,TnI hs Elecsys Ctr 2
000000006518621001,CT Elecsys MK F6
000000003370631001,SHBG Elecsys F4 ML
000000012047535001,PROG Gen2 Elecsys F3 ML
000000008014493529,<HAV> Gen2.2 E2G 100 R2
000000007469578529,IGF-1 Elecsys MK F3
000000009397604001,Cort Gen3 Elecsys MK F5 Urin
000000007374135529,<HBC> Gen2.2 Elecsys R1
000000006887520529,AMH Elecsys CalCheck F4
000000009397949529,Cort Gen3 Elecsys Ctr 2 Urin
000000008768510529,PC MC Gen2 Elecsys Level 3
000000009632476529,TNT Gen6 Elecsys CalCheck F3
000000009606289529,ApoE4 E2G 100 R1
000000008782067529,Abeta42 Gen2 Elecsys R2
000000009042636529,Vit.D total Gen3 E2G 300 PT2
000000012162334001,TG Elecsys Cal 1
000000009495428001,TNT Gen6 Elecsys MK F3
000000011892843001,<HBc> Elecsys F5 ML
000000005092256001,TROP-T HS Elecsys IKP F9
000000009120459001,Syphilis Elecsys R2 V2
000000004538137001,<TG> Gen.2 Elecsys F3 ML
000000005043115001,TROP-T HS Elecsys MK F3
000000003045021529,<TG> Elecsys R1
000000011968211001,<HBe> Elecsys F3 ML
000000009014551529,sBCMA Elecsys MK F5
000000007152868529,PC HTLV Elecsys Level 2
000000012205831001,NSE Elecsys F6 ML
000000007232454529,<CMV> IGM E2G 100 R1
000000010675349967,YKL 40 cRUO Elecsys Bulk MK F1
000000008772371001,ASD Elecsys MK F1
000000009556443529,LH Gen2 Elecsys Cal 1 V2
000000010496886529,Pro-C3 Elecsys Ctr 2 V2
000000009495282529,Dengue IgG Elecsys Cal 2
000000011922556529,<HBS> Elecsys CTR2
000000008014035529,<HAV> Gen2.2 Elecsys MK F3
000000009606181001,ApoE4 Elecsys MK F4
000000008728143529,sTfR IKP F3
000000005142822001,PLGF Elecsys F7 MK
000000004572467001,PSA Gen2.1 Elecsys R1
000000009489576529,IFNg Elecsys Cal 2
000000009487433529,PC HIV Gen2 Elecsys Level 5 lq
000000004914619001,PROBNP Gen2 Elecsys F3 MK
000000006512321529,proGRP Elecsys R1
000000009874224529,CA 50 Elecsys MK F1
000000008497923529,TROP-T HS Elecsys R1 V2
000000006615325001,TG Gen2.1 Elecsys MK F6
000000009230220529,CK-MB Gen4 Elecsys R1 V2
000000006915817529,Syphilis Elecsys Ctr 2
000000009867236529,Gastrin 17 Elecsys MK F6
000000012046822001,CA 125 Elecsys F5 ML
000000005022436001,<CCP> Elecsys F1 MK
000000010407905529,PC THYRO AB G3 Elecsys Level 1
000000010481277529,<HDV> Elecsys Ctr 2
000000009449353529,PCT Gen2 Elecsys IKP F10
000000007187858001,Prog Gen3 Elecsys MK F2
000000010435623529,<TG> Elecsys MK F3 V2
000000007967411529,<p53> Elecsys Cal 1
000000008309582529,PTH Gen2 Elecsys MK F0
000000008229007001,PTH Gen2 Elecsys MK F5
000000008923116529,GDF-15 E2G 100 R2 V2
000000009393331001,CA 242 Elecsys MK F6
000000004348001001,C-PEPTIDE Elecsys F3 ML
000000009932895529,Dengue AG Elecsys Ctr 2
000000010274832529,Abeta40 E2G 100 R2
000000010766662529,<CCP> Elecsys MK F3 V2
000000010286687001,pT217p Elecsys MK F4
000000009487425529,PC HIV Gen2 Elecsys Level 4 lq
000000009617779529,UniCal Coag bottle w/o value
000000007217846001,LH E2G 100 R1
000000009486500529,<HCV> Elecsys Release Control
000000007900210529,Active B12 Elecsys CalCheck F1
000000008768315529,ASD Elecsys CalCheck  F3
000000007231784001,PCT E2G 300 R2
000000007837968529,Vit.D total Gen2 Elecsys Diluent
000000007469586529,IGF-1 Elecsys MK F4
000000007374143529,<HBC> Gen2.2 Elecsys R2
000000008329672529,HCV Duo M2 E2G 300 R1
000000008379475529,HIV COMBI PT Elecsys Cal 2 Lyo
000000008120609529,B-CL Elecsys CalCheck F5
000000009723650529,sTREM-1 Elecsys Cal 2
000000012136830001,PROG Gen2 Elecsys Cal 1
000000004489144001,proBNP TS Ctr. high / Level 2
000000003044513001,CA 15-3 Gen2 Elecsys F1 ML
000000004817176001,RUBELLA IGM Elecsys F2 MK
000000009632441529,TNT Gen6 Elecsys CalCheck F2
000000005990718001,HSV-1 IGG Elecsys MK F3
000000009393340001,CA 242 Elecsys MK F7
000000012237652001,<HAV>IgM Elecsys F3 ML
000000009807993529,PCT Gen2 E2G 100 R1
000000010036451001,Dengue AG Elecsys MK F4
000000007469373529,IGF-1 Elecsys CalCheck F1
000000007152850529,PC HTLV Elecsys Level 1
000000008913404529,<TPO> Gen2 Elecsys F1 ML V2
000000003139727001,<HCV> Elecsys R2
000000009698019529,EBV EBNA IgG E2G 100 R1
000000011897144001,HBsAg Elecsys F3 ML
000000010674300967,YKL 40 cRUO Elecsys Bulk Cal 1
000000005100992001,IL6 Elecsys MK F2
000000004962567001,<TSHR> Elecsys PT Reagenz
000000011966995001,<HBc>IgM Elecsys F4 ML
000000008774510529,PSA E2G 300 R2 V2
000000005343631529,TESTO Gen2 Elecsys R1
000000009820825001,<HBs> Gen3 Elecsys R2 RT
000000008368872529,EBV IgM Elecsys R2
000000007232055001,VITAMIN D total E2G 300 R2
000000009557016529,LH Elecsys ML F3 V2
000000009609512529,free PSA II E2G 100 R1 V2
000000004799640001,RUBELLA IGG Elecsys F 1 MK
000000007967276529,<p53> Elecsys MK F4
000000009756388001,Dengue IgG Elecsys MK F1
000000007216904529,CA 72-4 E2G 100 R1
000000005887534529,HE4 Elecsys Cal 1
000000004869141529,FREE HCGB Elecsys R1
000000010218975529,TnI hs E2G 100 R2
000000010286644001,pT217p Elecsys MK F3
000000005343810001,TESTO Gen2 Elecsys F4 MK
000000009108963529,FT4 Gen4 Elecsys R2
000000009756426529,Dengue IgG Elecsys MK F5
000000009684662529,PG I Elecsys Bulk MK F2
000000010642904529,Lyme IgG Elecsys MK F4
000000009398333529,Cort Gen3 Elecsys MK F6 Serum
000000012205424001,Insulin Elecsys F1 ML
000000005963443001,HGH Elecsys CalCheck F1
000000009051244529,<TG> Elecsys  R2 V2
000000012205823001,NSE Elecsys F5 ML
000000008431221529,Biotin MK F3
000000008782083529,Abeta42 Gen2 E2G 100 R2
000000005177723001,HIV Elecsys Ctr2
000000009606297529,ApoE4 E2G 100 R2
000000009085033529,PRO-C3 Elecsys MK F4
000000006741207529,ISD Elecsys CalCheck F2
000000007029969529,CA 125 Gen2 Elecsys Cal 1 Gen2
000000003333051001,S100 Elecsys F2 ML
000000007900392529,Active B12 Elecsys MK F1
000000011968351001,HBeAG Elecsys F1 ML
000000012214474001,CA 72-4 Elecsys F6 ML
000000009174729001,HSV-2 IGG Elecsys R2 V2
000000004546059001,CEA Elecsys R2 (200er)
000000006369073001,FOLATE RBC Elecsys CalCheck F2
000000007208456529,CA 15-3 Gen2 E2G 100 R1
000000007218419529,T4 Gen2 E2G 300 R2
000000009489673001,TNT Gen6 Elecsys Ctr 1
000000008429286001,Biotin E2G 300 R2
000000005018510001,MYOGLOB Gen 2 Elecsys R1
000000005054036001,<CMV> IGM Elecsys R2
000000009179658001,HBsAg Elecsys Con F1 V2
000000007218222001,PTH E2G 300 R2
000000006518478001,CT Elecsys R1
000000006270581001,T3 Elecsys CalCheck F1
000000009635025001,TNT Gen6 E2G 100 R2
000000008762252001,HBSAG Gen2 E2G 300 R2 V2
000000008289816001,<HBS> E2G 300 R1
000000004490541001,ACTH Elecsys R2
000000009720367529,iTDM-B cobas MS Ctr 1 w/o value
000000009606297001,ApoE4 E2G 100 R2
000000006518656001,CT Elecsys CalCheck F1
000000007229984529,<HBc>IgM E2G 300 R1
000000009345701001,<CMV> IGG Elecsys R2 V2
000000007233434529,ISD SE E2G 100 R1
000000004680154529,RUBELLA IGG Elecsys Cal 2
000000009191232529,PRO-C3 Elecsys CalCheck F1
000000009487301001,PC HTLV Elecsys Level 2 lq
000000009669663529,iISD cobas MS Cal 1 w/o value
000000012237539001,Elecsys Anti-HAV-IgM R2
000000007551983529,Vit.D total Gen2 E2G 300 R2
000000009604928529,iTDM-A Cobas MS LeadCal F0
000000007834217001,RUBELLA IGM E2G Cal 2
000000006592708001,CYFRA Elecsys CalCheck F1
000000007152809529,HTLV Elecsys Cal 1
000000005099226001,IL6 Elecsys R1
000000007231768001,PCT E2G 300 R1
000000009687939001,iTDM-C cobas MS LeadCal F6
000000009721860001,HIV Duo Gen2 M1 Elecsys Cal 1
000000009051295001,ACTH E2G 100 R2 V2
000000009051112001,<CCP> Elecsys R2 V2
000000008688044001,Active B12 Elecsys R1 V2
000000009028668001,T4 Gen2 E2G 300 R1 V2
000000005887046001,HIV COMBI PT Elecsys R1
000000003665755001,C-PEPTIDE Elecsys R1
000000007229747529,AFP E2G 100 R2
000000008368899001,EBV IgM E2G 300 R1
000000007469691001,IGF-1 E2G 100 R2
000000007235488529,SCC E2G 100 R2
000000009025626001,<HEV> IgG Elecsys CalCheck F2
000000003010384001,Cfas USA F1-oSw
000000006343376001,CA 15-3 Elecsys CalCheck F1
000000007110081001,SCC Elecsys R1
000000007234392529,DIG E2G 100 R1 Gen2
000000009658220001,iIC cobas MS Level 3
000000009604898001,iTDM-A Cobas MS LeadCal F7
000000007218389001,T4 Gen2 E2G 300 R1
000000007233825529,TROPONIN I E2G 300 R2
000000010158387967,Diluent Universal E2G RUO bx
000000007235763529,SHBG E2G 300 R2
000000008923850001,T3 E2G 300 R2 V2
000000007229925001,<HBC> Gen2.2 E2G 300 R2
000000007551550001,Vit.D total Gen2 Elecsys Cal 1
000000008768510001,PC MC Gen2 Elecsys Level 3
000000011966928001,Elecsys PreciControl 2 Anti-HBc-IgM
000000009308547001,PCT Gen2 Elecsys CalCheck F2
000000007230966529,<HAV>IGM E2G 300 R1
000000005573661001,PTH (1-84) Elecsys R2
000000006273904001,MYOGLOB Elecsys CalCheck F2
000000007229917001,<HBC> Gen2.2 E2G 100 R2
000000012002965001,Elecsys IgE Cal 1
000000008779597001,PROBNP Gen2 Elecsys R2 V2
000000009751963001,pT181p E2G 100 R2
000000004568443001,B12 Gen2 Elecsys Cal 1
000000007393989001,<HBC> Gen2.2 Elecsys R0 (200er)
000000005034124529,<CMV> IGG Elecsys Cal 2
000000007240619001,"SA Coated Beads E2G 12,4 ml"
000000009699791001,Anti-AAVrh74 E2G 100 R1
000000007283733529,<CMV> IgG Avidity E2G 100 PT
000000007233361529,RUBELLA IGM E2G 300 R1
000000005507561001,PROL Gen2 Elecsys CalCheck F2
000000007229909001,<HBC> Gen2.2 E2G 300 R1
000000009669671001,iISDA cobas MS Cal 2 w/o value
000000007232586001,Cyclo E2G 300 R2
000000011988026001,HIV-Ag Elecsys Con F2 Ktr-Reag
000000009896368001,Dengue IgM E2G 100 R2
000000007217358529,FOLATE Gen3 E2G 300 R1
000000007217285529,FER Gen2 E2G 100 R2
000000009230220001,CK-MB Gen4 Elecsys R1 V2
000000007546530001,Chagas Elecsys R2
000000011832875001,Elecsys B12 R2
000000008132976001,IGFBP-3 Elecsys CalCheck F1
000000005090687001,PCT Elecsys CalCheck F1
000000007551517001,PC Vit.D total Gen2 Elecsys Level 2
000000007230095529,<HBs> Gen2 E2G 300 R2
000000009486518001,<CMV> IGG Elecsys Release Control
000000009396454001,Cort Gen3 E2G 300 R2
000000009191348529,PRO-C3 Elecsys CalCheck F5
000000009752013001,pT181p Elecsys Ctr 1
000000011829408001,Testo Elecsys V-low
000000009051180001,CT E2G 100 R2 V2
000000005092302001,TROP-T Gen.5 Elecsys CalCheck F1
000000006484247001,Toxo IGG Avidity Elecsys Ctr 1
000000005524199001,SHBG Elecsys CalCheck F4
000000007216416001,<TG> E2G 300 R2
000000009339230001,<HBc> G2 quant Elecsys Ctr 1
000000007233876001,TOXO IGG E2G 100 R1
000000009609113529,FT4 Gen4 E2G 100 R2
000000003665828001,MULTI ASSAY Elecsys Dil
000000008781923001,pTau E2G 100 R2 V2
000000009129987001,Vit.D total Gen3 Elecsys CC F3
000000007232403529,<CMV> IGG E2G 300 R2
000000005090270001,PCT Elecsys R1
000000009049444001,<HCV> Gen2 Elecsys R2 V2
000000007217862001,LH E2G 100 R2
000000008328951001,HCV Duo M1 E2G 300 R2
000000007202253529,B12 Elecsys R1 V2
000000009175075529,Chikungunya IgG Elecsys MK F2
000000009734783529,GDF-15 RxDx Elecsys CalCheck F1
000000004711408001,TOXO IGG Elecsys F6 ML
000000004629736001,PPU- Bottle - wo. values for OEM
000000011831984529,Elecsys Digoxin Calibr. low
000000005094291001,TROPONIN I Elecsys MK F3
000000004472934529,FT4 Gen2 Elecsys F2 ML
000000007102496001,GDF-15 Elecsys MK F9
000000008955107529,PCT Gen2 E2G 300 R1
000000008951675529,PCT Gen2 Elecsys MK F2
000000007218192529,PTH E2G 100 R1
000000009084975529,PRO-C3 Elecsys MK F1
000000009339248529,<HBc> G2 quant Elecsys Ctr 2
000000009607471529,Cort Gen3 Elecsys CalCheck F3 Urin
000000009874275001,CA 50 Elecsys MK F5
000000006605664529,Cyclo Elecsys R2
000000009495118529,IFNg Elecsys MK F5
000000005991269001,HSV-2 IGG Elecsys MK F1
000000009351582001,SARS-CoV-2 Ag Elecsys MK F6
000000007240643529,"SA Coated Beads E2G 16,0 ml"
000000007747322529,pTau Elecsys CC F4
000000004817192001,RUBELLA IGM Elecsys F4 MK
000000006526144001,TG Gen2 Elecsys CalCheck F1
000000009289984529,SARS-CoV2-S Elecsys Ctr 2
000000012214466001,CA 72-4 Elecsys F5 ML
000000011897543001,<HBs> Elecsys F1 ML
000000007233965529,TOXO IGM E2G 100 R1
000000008143773529,PIVKA-II E2G 100 R1
000000012136791001,Elecsys PROG Gen2 R1
000000004989490001,<HBC> Gen2.1 Elecsys R0
000000007230265001,<TSHR> E2G 300 R2
000000008331456529,HCV Duo Elecsys Ctr 2
000000004473019001,TSH Gen.2 Elecsys F1 ML
000000011756117001,LH Elecsys F3 ML
000000006980317001,GDF-15 Elecsys MK F3
000000008714096001,EBV VCA IgG Elecsys MK F6
000000012002892001,HIV Ag Elecsys F5 ML
000000005327725001,PCT Elecsys IKP F3 QC
000000010653710529,<TPO> Gen3 Elecsys MK F7
000000003333086001,S100 Elecsys F5 ML
000000003115119001,P1NP Elecsys F3 ML
000000009128581001,TG Gen2.1 Elecsys Pruefprobe LS
000000004877454001,PAPP-A Elecsys F 1 MK
000000011752294001,FT3 Elecsys Cal 1
000000009735119529,GDF-15 RxDx Elecsys MK F2
000000009606165529,ApoE4 Elecsys MK F2
000000010679751967,YKL 40 cRUO Elecsys Bulk Ctr 1
000000005160391001,SFLT1 Elecsys F3 MK
000000005343801001,TESTO Gen2 Elecsys F3 MK
000000011968742001,CK-MB Elecsys F9 IKP
000000004546024529,AFP Elecsys R2 (200er)
000000012237695001,<HAV>IgM Elecsys F6 ML
000000004929730001,FOLATE Gen3 Elecsys CalCheck F2
000000011753738001,HCG Elecsys F4 ML
000000011831895529,DIG Elecsys R2
000000011968718001,CK-MB Elecsys F6 IKP
000000009042768529,Vit.D total Gen3 Elecsys R1
000000011897039001,Elecsys HBsAg  R2
000000011968262105,HBeAg Elecsys R2
000000007230974529,<HAV>IGM E2G 100 R2
000000008913463001,<TPO> Gen2 Elecsys F6 ML V2
000000010674407967,Ab42p cRUO Elecsys Cal 2
000000007900449529,Active B12 Elecsys MK F3
000000009149392529,PIVKA II Elecsys CalCheck F5
000000010081945529,DHEAS Gen2 E2G 100 R1
000000004877411529,PAPP-A Elecsys Cal 1
000000008229007529,PTH Gen2 Elecsys MK F5
000000011218247001,PP-FRUCTOSAMIN F-OSW
000000010180978001,HCG STAT Elecsys Hook Probe
000000009449299001,PCT Gen2 Elecsys IKP F7
000000010653701529,<TPO> Gen3 Elecsys MK F6
000000007734999001,CRP QC-Serum WR F4
000000009363190529,Chagas E2G 300 R2 V2
000000009723838529,sTREM-1 Elecsys MK F2
000000008923850529,T3 E2G 300 R2 V2
000000007227655001,ISD-E Elecsys MK F2
000000005573653529,PTH (1-84) Elecsys R1
000000012237369529,Elecsys DHEAS R2
000000008949549529,AFP-L3 Elecsys CalCheck F3
000000009608184529,<TG> E2G 100 R2 V2
000000011836943001,Elecsys Free PSA Calibrator 1
000000005142865001,PLGF Elecsys F10 MK
000000008309582001,PTH Gen2 Elecsys MK F0
000000005094160529,TROPONIN I Elecsys Cal1
000000009535047529,IFNg Elecsys CalCheck F2
000000007230788529,CYFRA E2G 100 R1
000000009609423529,Anti-SARS-CoV-2 E2G 100 R2
000000007240562001,"SA Coated Beads E2G 6,4 ml"
000000009723579529,sTREM-1 Elecsys CalCheck F4
000000009203478529,Anti-SARS-CoV-2 Elecsys Cal 1
000000010554339529,Anti-AAVLK03 E2G 100 R1
000000009344004529,<HBc> G2 quant Elecsys Cal 2
000000009684727529,PG I Elecsys MK F1
000000009449361529,PCT Gen2 Elecsys IKP F11
000000009129049001,Vit.D total Gen3 Elecsys MK F6
000000009751912529,pT181p Elecsys MK F5
000000010274654529,Abeta40 Elecsys MK F1
000000007358547001,pTau Elecsys MK F2
000000004962532001,<TSHR> Elecsys R1
000000007469659529,IGF-1 Elecsys R1
000000009393315529,CA 242 Elecsys MK F4
000000009843418529,NFL Elecsys Ctr 1
000000011897594001,<HBs> Elecsys F6 ML
000000009723706529,sTREM-1 Elecsys Ctr 1
000000009069321529,SFLT1 Elecsys CalCheck F1
000000007360088529,tTau E2G 300 R2
000000011726315001,AFP Elecsys F10 ML
000000012003058001,IgE Elecsys F1 ML
000000005092353529,TROP-T Gen.5 Elecsys CalCheck F5
000000009351680529,SARS-CoV-2 Ag Elecsys R2 (200er)
000000011829556001,FSH Elecsys F3 ML
000000008772444529,ASD Elecsys MK F6
000000009607609529,TROP-T HS E2G 100 R2 V2
000000005054184001,<CMV> IGM Elecsys F5 MK
000000003370615001,SHBG Elecsys F2 ML
000000009038302529,<HEV> IgG E2G 300 R2
000000011751689529,Elecsys CEA R2
000000008498008529,TROP-T HS E2G 300 R2 V2
000000008431248001,Biotin MK F5
000000011752154529,AFP Elecsys R2
000000012214717001,Cortisol Elecsys F8 ML
